country,2020_mc,2018_mc,2016_mc,2014_mc,2012_mc,2010_mc,2008_mc,2006_mc,2004_mc,2002_mc,2000_mc,1998_mc,1996_mc,1994_mc,1992_mc,1988_mc,1988_gdp,1990_gdp,1992_gdp,1994_gdp,1996_gdp,1998_gdp,2000_gdp,2002_gdp,2004_gdp,2006_gdp,2008_gdp,2010_gdp,2012_gdp,2014_gdp,2016_gdp,2018_gdp,2020_gdp,2020_mp,2018_mp,2016_mp,2014_mp,2012_mp,2010_mp,2008_mp,2006_mp,2004_mp,2002_mp,2000_mp,1998_mp,1996_mp,1994_mp,1992_mp,1988_mp,HDI Rank,1990_hdi,1992_hdi,1994_hdi,1996_hdi,1998_hdi,2000_hdi,2002_hdi,2004_hdi,2006_hdi,2008_hdi,2010_hdi,2012_hdi,2014_hdi,2016_hdi,2018_hdi,2019_hdi
123,Niger,0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,2280356338.22867,3512356353.0798,3386232592.0183396,1938058161.2511601,2405687081.12795,2643363406.9766397,2241753120.21267,2782192986.95772,3760443965.72976,4756361479.9887295,7297600896.860991,7851191899.3408,9426913349.22319,10862944203.5591,10355006770.1014,12846952856.8458,13678234008.4714,0.0,,0.0010319917440660474,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,189,0.220,0.226,0.235,0.244,0.255,0.262,0.273,0.285,0.300,0.314,0.331,0.350,0.365,0.378,0.391,0.394
124,Nigeria,2,0.0,1.0,,0.0,,5.0,,2.0,,3.0,,6.0,,4.0,0.0,49648470439.7963,54035795388.0915,47794925814.7558,33833042987.7582,51075815092.5,54604050168.1818,69448756932.5833,95385819320.5737,136385979322.437,236103982431.635,337035512676.93604,361456622215.721,455501524575.498,546676374567.721,404650006428.613,397190484464.308,432293776262.39795,0.0018587360594795536,0.0,0.0010319917440660474,,0.0,,0.005241090146750524,,0.0021645021645021645,,0.0032537960954446853,,0.0071599045346062064,,0.00477326968973747,0.0,161,..,..,..,..,..,..,..,0.460,0.473,0.484,0.482,0.500,0.523,0.526,0.534,0.539
125,North Macedonia,1,,,,,,,,,,,,,,,,,4699646643.10954,2436849341.97604,3556581986.14319,4651453634.08521,3756208791.20879,3773653058.1271796,3994762861.1154,5682776765.83688,6862881738.06108,9911371237.45819,9412311665.9492,9743277661.79541,11361563307.4935,10680463278.8651,12679934731.3891,12266949805.1436,0.0009293680297397768,,,,,,,,,,,,,,,,82,..,..,..,..,..,0.677,0.688,0.702,0.716,0.737,0.743,0.748,0.755,0.765,0.770,0.774
126,Norway,8,39.0,4.0,26.0,4.0,23.0,9.0,19.0,6.0,25.0,10.0,25.0,7.0,26.0,27.0,10.0,101900260856.22197,119791683307.50699,130838040067.584,127131461119.92699,163520109150.671,154163364302.66,171247131268.604,195524186477.617,264511630666.983,345581369965.54,462250000000.0,428757038466.841,509506317146.541,498410050251.25604,368827142857.1429,436999692591.454,362522347110.364,0.007434944237918215,0.1270358306188925,0.0041279669762641896,0.08873720136518773,0.0041884816753926715,0.08914728682170542,0.009433962264150943,0.07539682539682539,0.006493506493506494,0.10683760683760683,0.010845986984815618,0.12195121951219512,0.008353221957040573,0.14207650273224046,0.032219570405727926,0.01177856301531213,1,0.849,0.861,0.883,0.887,0.904,0.915,0.917,0.932,0.934,0.937,0.940,0.941,0.944,0.950,0.956,0.957
127,Oman,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8386215864.75943,11685045513.6541,12452275682.7048,12918855656.696999,15277763328.9987,13996914596.1361,19507452508.0656,20142756174.721,24763713000.6005,37215779655.5935,60905452457.928,56913065779.2588,76511069704.3228,80686929102.1927,65441278668.2947,79788768968.949,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,60,..,..,..,..,..,0.693,0.714,0.731,0.740,0.770,0.782,0.791,0.802,0.815,0.813,0.813
128,Pakistan,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,38472742808.3167,40010423970.4576,48884606848.1265,52293456906.2665,63320122807.1223,62191955814.3478,82017743416.2841,79904985384.8652,107759683863.123,137264061106.04301,170077814106.305,177165635077.065,224383620829.57,244360888750.807,278654637737.69,314567541558.339,263686552686.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0011933174224343676,0.001177856301531213,154,0.402,0.413,0.421,0.431,0.438,0.447,0.462,0.473,0.492,0.503,0.512,0.519,0.530,0.542,0.552,0.557
129,Palestine,0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,115,..,..,..,..,..,..,..,0.651,0.659,0.674,0.684,0.698,0.697,0.704,0.708,0.708
130,Panama,0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,0.0,5902783400.0,6433967000.0,8042337700.0,9365289800.0,9870494000.0,11575486400.0,12304115000.0,12994310400.0,15013381700.0,18141666300.0,25155888600.0,29440300000.0,40429700000.0,49921400000.0,57907700000.0,64928300000.0,52938100000.0,0.0,,0.0,,0.0,,0.0010482180293501047,,0.0,,0.0,,0.0,,0.0,0.0,57,0.675,0.688,0.699,0.710,0.724,0.735,0.744,0.751,0.759,0.771,0.774,0.786,0.795,0.805,0.812,0.815
131,Papua New Guinea,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,3655979702.45646,3219730364.99623,4377980510.05598,5502786069.65174,5155311077.389979,3789443014.616621,3521339699.0740705,2999511040.19764,3927157866.96465,8355006706.578991,11670840931.8173,14250755231.1257,21295659243.6168,23210682538.3928,20759069103.0961,24109509852.7402,23591523025.2864,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,155,0.380,0.398,0.417,0.433,0.442,0.450,0.462,0.473,0.485,0.503,0.522,0.520,0.542,0.549,0.549,0.555
132,Paraguay,0,,0.0,0.0,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,0.0,4255683528.3396797,5812114523.02702,7157424031.06045,7870982004.8195,9788391780.52421,9260481572.42462,8855705139.55857,7196260656.845559,9624440836.29309,13429430050.261002,24616537618.2325,27237782849.6908,33296438306.4747,40377987208.688995,36089550659.0914,40225448340.6322,35304238230.1132,0.0,,0.0,0.0,0.0,,0.0,,0.0010822510822510825,,0.0,,0.0,,0.0,0.0,103,0.598,0.608,0.620,0.632,0.641,0.643,0.662,0.667,0.670,0.684,0.696,0.701,0.715,0.722,0.727,0.728
133,Peru,0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,15439408447.2288,26410386669.3609,35966302303.263,44882079766.8913,55252414130.3019,55501467877.381,51744749133.213,54777553515.0809,66768703497.5687,88643193061.748,120550599815.441,147528937028.778,192648999090.082,200789362451.567,191895943823.887,222574697255.522,202014363787.233,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0011933174224343676,0.001177856301531213,79,0.613,0.620,0.636,0.651,0.667,0.679,0.688,0.694,0.697,0.715,0.721,0.742,0.760,0.765,0.771,0.777
134,Philippines,4,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,1.0,37885440418.6834,44311593755.7845,52976344928.9564,64084460124.4644,82848140618.0266,72207028767.7598,83670261708.0014,84307291973.8158,95002028504.6904,127652859201.041,181006700916.928,208368726861.40692,261920509950.555,297483247101.038,318626761492.867,346842094174.513,361489354350.0,0.0037174721189591076,0.0,0.0010319917440660474,0.0,0.0,,0.0,,0.0,,0.0,,0.0011933174224343676,,0.0011933174224343676,0.001177856301531213,107,0.593,0.598,0.605,0.617,0.626,0.632,0.638,0.652,0.656,0.666,0.671,0.684,0.696,0.704,0.711,0.718
135,Poland,14,2.0,11.0,6.0,11.0,6.0,11.0,2.0,10.0,2.0,14.0,0.0,17.0,0.0,19.0,16.0,,65977749036.9844,94337050693.2727,110803391516.69801,160193242090.427,174685791563.561,172219461126.067,199072058823.529,255110181539.808,344622003093.581,533609081852.89703,479834179020.33,498523568248.11896,542477096211.761,472630364208.177,587408980271.71,594164690894.936,0.013011152416356878,0.0065146579804560255,0.011351909184726523,0.020477815699658702,0.011518324607329844,0.02325581395348837,0.011530398322851151,0.007936507936507936,0.010822510822510822,0.008547008547008548,0.015184381778741863,0.0,0.02028639618138425,0.0,0.022673031026252986,0.01884570082449941,35,0.718,0.719,0.739,0.753,0.774,0.790,0.804,0.807,0.819,0.829,0.840,0.842,0.858,0.869,0.877,0.880
136,Portugal,4,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,,2.0,0.0,2.0,0.0,0.0,1.0,56347250696.3788,78713860216.5659,107592098307.098,99688641304.3478,122630089680.27,123946327916.29599,118310710337.203,134156091661.961,189034502110.75198,208581694893.99106,262344779551.78,237880908317.65198,216236608773.976,229596170846.995,206286022781.89398,242194788533.537,231226743398.40198,0.0037174721189591076,0.0,0.0010319917440660474,0.0,0.0010471204188481676,0.0,0.0020964360587002093,0.0,0.003246753246753247,,0.0021691973969631237,0.0,0.002386634844868735,0.0,0.0,0.001177856301531213,38,0.718,0.739,0.760,0.774,0.787,0.792,0.799,0.809,0.811,0.817,0.829,0.836,0.847,0.855,0.860,0.864
137,Puerto Rico,1,0.0,1.0,,2.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26385800000.0,30603919000.0,34630430000.0,39690630000.0,45340835000.0,54086400000.0,61701800000.0,71623500000.0,80322313000.0,87276164400.0,93639300000.0,98381300000.0,101564800000.0,102445800000.0,104336700000.0,100925000000.0,103138300000.0,0.0009293680297397768,0.0,0.0010319917440660474,,0.0020942408376963357,,0.0,,0.0,0.0,0.0,0.0,0.0011933174224343676,0.0,0.0011933174224343676,0.0,,,,,,,,,,,,,,,,,
138,Qatar,3,,1.0,,2.0,,0.0,,0.0,,1.0,,0.0,,1.0,0.0,6038187032.96703,7360439423.0769205,7646153983.5164795,7374450769.23077,9059340384.61539,10255495027.4725,17759890109.8901,19363736263.7363,31734065934.0659,60882142857.1429,115270054945.055,125122306346.154,186833502362.12802,206224598564.624,151732181857.113,183334953813.20892,146373588866.511,0.0027881040892193307,,0.0010319917440660474,,0.0020942408376963357,,0.0,,0.0,,0.0010845986984815619,,0.0,,0.0011933174224343676,0.0,45,0.750,0.751,0.773,0.794,0.810,0.816,0.822,0.832,0.835,0.843,0.834,0.854,0.835,0.845,0.845,0.848
139,Refugee Olympic Team,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Republic of Moldova,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,1695122173.91304,1698717504.65549,1288429391.79951,1661818168.4226,2598249555.89984,3408244549.19999,6054849884.52656,6974960345.3712,8709165249.26928,9510219299.495571,8071480540.86068,11456728401.3069,11914040905.2626,0.0009293680297397768,0.0,0.0,0.0,0.0,0.0,0.0010482180293501047,0.0,0.0,0.0,0.0021691973969631237,0.0,0.002386634844868735,0.0,,,90,0.690,0.661,0.640,0.634,0.637,0.643,0.663,0.684,0.699,0.710,0.713,0.726,0.737,0.738,0.746,0.750
141,Romania,4,0.0,4.0,0.0,9.0,0.0,9.0,0.0,19.0,0.0,26.0,0.0,20.0,0.0,18.0,24.0,40809523809.5238,38995454545.4545,25121666666.6667,30074440483.3837,36937074278.3004,41694118972.5101,37253259016.9976,46066101951.2933,74972669056.5922,122022997508.01,214313628965.024,166309355234.589,170635805316.879,199959363430.073,188128818486.401,241457403085.042,248715551366.635,0.0037174721189591076,0.0,0.0041279669762641896,0.0,0.009424083769633508,0.0,0.009433962264150943,0.0,0.020562770562770564,0.0,0.028199566160520606,0.0,0.02386634844868735,0.0,0.021479713603818614,0.02826855123674912,49,0.708,0.686,0.688,0.702,0.705,0.716,0.731,0.753,0.774,0.803,0.805,0.803,0.811,0.820,0.823,0.828
142,Russia,70,17.0,56.0,29.0,67.0,15.0,60.0,22.0,90.0,13.0,89.0,18.0,63.0,23.0,,161.0,554713455149.5021,516814274021.956,460290556900.726,395077301248.464,391724890744.498,270955486862.442,259710142196.943,345470494417.86304,591016690742.798,989930542278.695,1660846387624.78,1524917468442.01,2208295773643.15,2059241965490.83,1276786979221.81,1657328865709.99,1483497784867.6,0.06505576208178439,0.05537459283387622,0.057791537667698664,0.09897610921501708,0.07015706806282722,0.05813953488372092,0.06289308176100629,0.0873015873015873,0.0974025974025974,0.05555555555555555,0.096529284164859,0.08780487804878047,0.07517899761336516,0.12568306010928962,,0.1896348645465253,52,0.735,0.720,0.703,0.703,0.705,0.722,0.734,0.748,0.760,0.775,0.781,0.798,0.807,0.815,0.823,0.824
143,Rwanda,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,2395493877.51365,2550185618.14774,2029026704.0270696,753636370.454545,1382334879.40812,1989343495.2184398,2067528500.406211,1964779920.7851105,2375281626.60252,3317951468.37027,5177015141.48246,6121234528.98826,7650300319.83,8241332516.54991,8690485823.14546,9640280084.19572,10333991891.7032,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,160,0.248,0.202,0.192,0.263,0.307,0.341,0.366,0.396,0.434,0.461,0.492,0.508,0.521,0.527,0.540,0.543
144,Saint Lucia,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,86,..,..,..,..,..,0.695,0.693,0.695,0.712,0.725,0.730,0.730,0.735,0.752,0.758,0.759
145,Samoa,0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,0.0,133016065.41606499,125766269.75535801,132303041.36253001,221098106.50887597,249908970.65897092,269481523.20046496,269019710.327456,288078881.433056,420320176.359437,505832439.82297695,619260721.579306,663161517.850106,760549587.136028,756919917.3340219,799376439.5301678,821496064.5261849,807027244.4213799,0.0,,0.0,,0.0,,0.0010482180293501047,,0.0,,0.0,,0.0,,0.0,0.0,111,0.633,0.634,0.618,0.633,0.641,0.651,0.659,0.673,0.680,0.687,0.698,0.698,0.703,0.710,0.709,0.715
146,San Marino,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,1005159388.2439699,1168269230.7692301,1723750000.0,1908167105.75837,2393437820.41892,1881214370.9399397,1604779647.95066,1673973694.69908,1468377272.13859,1655300872.5342698,,0.0027881040892193307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
147,Sao Tome and Principe,0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,85171308.16544351,114582561.627097,142775597.255916,188021190.592847,196652514.267255,250680845.747837,346528329.183227,345495614.97998196,412253809.7287991,472914469.91933,0.0,,0.0,,,,,,0.0,,,,,,,,135,0.452,0.457,0.465,0.475,0.485,0.498,0.511,0.526,0.543,0.546,0.561,0.573,0.591,0.608,0.624,0.625
148,Saudi Arabia,1,,0.0,,1.0,,0.0,,0.0,,2.0,,0.0,,0.0,0.0,88256162068.9725,117630271802.48,137087876662.216,135174886488.652,158662398744.993,146775498080.0,189514926213.333,189605920240.0,258742263040.0,376900135727.637,519796738640.0,528207332640.0,735974843360.0,756350347333.333,644935541440.0,786521831573.333,700117873249.269,0.0009293680297397768,,0.0,,0.0010471204188481676,,0.0,,0.0,,0.0021691973969631237,,0.0,,0.0,0.0,40,0.697,0.710,0.718,0.726,0.736,0.743,0.748,0.764,0.777,0.792,0.809,0.835,0.852,0.859,0.854,0.854
149,Senegal,0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,6418419798.13177,7390967034.67363,7769817869.31065,5034588159.28612,6559712550.65952,6505607633.36937,6046725378.19906,7037368538.17975,10133399582.9999,11739446873.7749,16853991176.9058,16121314670.9653,17660871725.9977,19797254643.1212,19040312815.1337,23116699808.1723,24910904235.857002,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.001177856301531213,168,0.376,0.377,0.376,0.379,0.382,0.390,0.410,0.426,0.438,0.457,0.468,0.487,0.499,0.509,0.516,0.512
150,Serbia,9,0.0,8.0,0.0,4.0,0.0,3.0,,,,,,,,,,,,,,21818007448.7896,19457979423.376,6875845986.52121,17120906918.3503,26141968161.0924,32482070360.3204,52194221468.5007,41819468691.8251,43309252921.0567,47062206677.6539,40692643373.0327,50640650221.4622,52960134078.6888,0.008364312267657992,0.0,0.008255933952528379,0.0,0.0041884816753926715,0.0,0.0031446540880503146,,,,,,,,,,64,0.722,0.706,0.694,0.703,0.713,0.716,0.726,0.740,0.754,0.764,0.766,0.775,0.784,0.795,0.803,0.806
151,Seychelles,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,283828769.029925,368584758.94245696,433667193.814795,486451204.557142,503068472.20265996,608369282.225727,614879764.7800058,697518248.175182,839319927.272727,1016418229.25159,967199593.960157,969936525.298729,1060226125.6261599,1343007845.04468,1426651768.82189,1586008999.74841,1124937500.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,67,..,..,..,..,..,0.714,0.711,0.716,0.722,0.750,0.764,0.755,0.775,0.787,0.790,0.796
152,Sierra Leone,0,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,1055083945.3773801,649644826.800447,679997997.597117,911915970.683484,941742152.7098948,672375927.3471483,635874002.198748,1253340519.53311,1448536630.8814301,1885112201.85278,2505458705.03338,2578026297.15912,3801862611.36414,5015157815.73406,3674794530.18956,4085114794.22324,3865018882.89755,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,182,0.287,0.278,0.284,0.282,0.284,0.295,0.326,0.345,0.362,0.386,0.399,0.421,0.438,0.431,0.447,0.452
153,Singapore,0,0.0,1.0,,2.0,,1.0,,0.0,,0.0,,0.0,,0.0,0.0,25371462488.1292,36144336768.7023,52130263965.6231,73690847191.3055,96295886524.8227,85728310229.4455,96074477958.2367,92537752708.5893,115035498757.54301,148630373214.173,193611986712.84198,239809387605.427,295087220933.024,314851156183.411,318763807455.664,375981539145.90704,339998477929.985,0.0,0.0,0.0010319917440660474,,0.0020942408376963357,,0.0010482180293501047,,0.0,,0.0,,0.0,,0.0,0.0,11,0.721,0.742,0.764,0.783,0.799,0.821,0.833,0.849,0.881,0.888,0.909,0.918,0.926,0.935,0.936,0.938
154,Slovakia,4,3.0,4.0,1.0,4.0,3.0,6.0,1.0,6.0,0.0,5.0,0.0,3.0,0.0,,,,12747380650.0762,15495514296.8042,20162936291.375,27925036755.3866,29856000671.216,29169953012.7142,35130340673.8189,57332015147.7527,70708098105.6329,100469509301.304,90310718349.0156,94534730680.6023,101189715749.37401,89655253976.4258,105474651206.555,104574146248.364,0.0037174721189591076,0.009771986970684038,0.0041279669762641896,0.0034129692832764505,0.0041884816753926715,0.011627906976744186,0.006289308176100629,0.003968253968253968,0.006493506493506494,0.0,0.005422993492407809,0.0,0.0035799522673031032,0.0,,,39,0.741,0.735,0.745,0.756,0.764,0.765,0.773,0.786,0.805,0.823,0.831,0.843,0.847,0.853,0.858,0.860
155,Slovenia,5,2.0,4.0,8.0,4.0,3.0,5.0,0.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,,,,,,21507232648.7252,22146231967.6861,20289627636.6767,23489890274.3142,34414784504.2352,39481045038.2637,55552509154.8264,48161250405.2468,46580457470.2769,49930685013.4603,44736333522.4522,54137142149.4799,53589609580.7099,0.004646840148698885,0.0065146579804560255,0.0041279669762641896,0.027303754266211604,0.0041884816753926715,0.011627906976744186,0.005241090146750524,0.0,0.004329004329004329,0.004273504273504274,0.0021691973969631237,0.0,0.002386634844868735,0.016393442622950817,0.002386634844868735,,22,0.774,0.774,0.783,0.796,0.813,0.832,0.850,0.864,0.876,0.886,0.889,0.884,0.894,0.900,0.912,0.917
156,Solomon Islands,0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,176710684.273709,214726352.42012,269116491.92309,402868080.452087,510598923.283984,457679209.236648,419933580.931046,346431958.274064,397611126.698465,538668769.301531,699157190.980782,846797693.595387,1190994126.60431,1335538893.33315,1378551118.49224,1574599182.64697,1551245525.6045,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,151,..,..,..,..,..,0.475,0.486,0.500,0.519,0.524,0.537,0.553,0.559,0.561,0.564,0.567
157,Somalia,0,,,,,,,,,,,,0.0,,,0.0,1038291284.49695,917044228.0126787,,,,,,,,,,,,3963532302.4655,4198485403.87919,4720727283.20485,4917607582.22895,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
158,South Africa,3,0.0,10.0,,6.0,0.0,1.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0,2.0,,95176640968.0367,115552349036.929,134545231416.55,139752450152.078,147607982694.857,137774361015.14,136361854808.496,115482368343.658,228590027400.653,271638484826.1089,286769839732.726,375349442837.24,396332702639.49603,350904575292.317,296357282715.109,368288939768.322,301923639269.552,0.0027881040892193307,0.0,0.010319917440660476,,0.006282722513089005,0.0,0.0010482180293501047,0.0,0.006493506493506494,0.0,0.005422993492407809,0.0,0.005966587112171838,0.0,0.002386634844868735,,114,0.627,0.642,0.650,0.650,0.640,0.631,0.619,0.619,0.626,0.646,0.664,0.675,0.693,0.703,0.707,0.709
159,South Korea,20,17.0,28.0,8.0,36.0,14.0,38.0,11.0,35.0,4.0,32.0,6.0,32.0,6.0,43.0,33.0,199590823957.237,283367525714.932,355525267405.367,463617399962.661,610169556840.077,383330931042.356,576178114168.494,627246081417.004,793175007858.0659,1053216909887.56,1047339010225.25,1144066965324.49,1278427634342.59,1484318219633.63,1500111596236.37,1724845615629.26,1630525005469.11,0.01858736059479554,0.05537459283387622,0.028895768833849332,0.027303754266211604,0.03769633507853403,0.05426356589147287,0.039832285115303984,0.04365079365079365,0.03787878787878788,0.017094017094017096,0.03470715835140998,0.02926829268292683,0.03818615751789976,0.032786885245901634,0.0513126491646778,0.038869257950530034,23,0.732,0.750,0.772,0.793,0.802,0.823,0.837,0.853,0.868,0.880,0.889,0.898,0.904,0.910,0.914,0.916
160,Spain,17,2.0,17.0,0.0,18.0,0.0,19.0,0.0,20.0,0.0,11.0,0.0,17.0,0.0,23.0,4.0,376160409941.437,536558591250.40796,630916018202.5029,530562634455.3471,642588992512.807,619214834614.099,596877648793.072,705394315829.098,1067093369754.16,1259343871534.31,1625224842536.99,1420722034063.0,1324820091194.67,1369398844599.58,1232076017361.53,1420300232663.59,1281484640043.58,0.01579925650557621,0.0065146579804560255,0.017543859649122806,0.0,0.018848167539267012,0.0,0.019916142557651992,0.0,0.021645021645021644,0.0,0.01193058568329718,0.0,0.02028639618138425,0.0,0.027446300715990454,0.004711425206124852,25,0.761,0.779,0.798,0.813,0.821,0.832,0.837,0.844,0.856,0.863,0.872,0.881,0.888,0.899,0.905,0.904
161,Sri Lanka,0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,0.0,6978371581.26375,8032551173.240141,9703011635.86585,11717604208.8223,13897738375.2488,15794972847.1683,16330814179.9766,16536535647.0834,20662525941.2985,28279814924.5918,40713812309.7316,56725749221.9043,68434409315.1123,79356449840.5771,82401038709.5356,87954272082.1068,80706600228.6499,0.0,,0.0,,0.0,,0.0,,0.0,,0.0010845986984815619,,0.0,,0.0,0.0,72,0.629,0.639,0.650,0.659,0.673,0.691,0.703,0.719,0.732,0.746,0.754,0.766,0.773,0.773,0.779,0.782
162,Sudan,0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,0.0,15399166666.6667,12408647540.9836,7034219712.52567,12794192334.2541,9018243044.45155,11250327988.0478,12257418326.0734,14803189092.7044,21457470202.7839,35822408611.5588,54526580231.5568,65633998265.3946,48243204173.7838,61731303935.2203,52804065669.9124,34522586970.0018,26110829190.4008,0.0,,0.0,,0.0,,0.0010482180293501047,,0.0,,0.0,,0.0,,0.0,0.0,170,0.331,0.344,0.358,0.374,0.390,0.403,0.415,0.430,0.443,0.461,0.469,0.486,0.499,0.507,0.506,0.510
163,Suriname,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1161000000.0,388400000.0,404600000.0,605492537.313433,861411471.321696,1110850000.0,947671969.6969699,1093574468.08511,1484092538.4052699,2626380435.17877,3532969034.60838,4368398047.64333,4980000000.0,5240606060.60606,3317438910.83068,3996247906.19765,3807922874.483061,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0011933174224343676,0.001177856301531213,97,..,..,..,..,..,..,..,0.682,0.691,0.701,0.710,0.729,0.735,0.735,0.734,0.738
164,Sweden,9,14.0,11.0,15.0,8.0,11.0,5.0,14.0,7.0,7.0,12.0,3.0,8.0,3.0,16.0,17.0,206986674500.588,261846194498.885,284321115594.62897,229033566614.82602,291743811512.079,270809066780.714,262835454366.855,266849061835.659,385118044877.465,423093437423.762,517706149201.19604,495812558843.31,552483727282.802,581964017237.095,515654671469.5471,555455371487.089,541063604339.715,0.008364312267657992,0.04560260586319218,0.011351909184726523,0.05119453924914676,0.008376963350785341,0.04263565891472868,0.005241090146750524,0.05555555555555555,0.007575757575757577,0.02991452991452992,0.013015184381778741,0.014634146341463415,0.00954653937947494,0.016393442622950817,0.01909307875894988,0.020023557126030624,7,0.821,0.826,0.855,0.869,0.894,0.903,0.908,0.901,0.908,0.907,0.911,0.914,0.935,0.940,0.943,0.945
165,Switzerland,13,15.0,7.0,11.0,4.0,9.0,6.0,14.0,5.0,11.0,9.0,7.0,7.0,9.0,4.0,19.0,215721878630.493,265987061618.198,280156819798.037,301628489434.818,340471241909.385,303882354117.80896,279841151705.353,310175772488.13,405531321270.6071,443801905407.56104,570304197211.707,603434493402.679,692109693986.886,734396591036.932,695600652899.283,735539301552.6741,752248045730.11,0.0120817843866171,0.0488599348534202,0.007223942208462331,0.03754266211604096,0.0041884816753926715,0.034883720930232565,0.006289308176100629,0.05555555555555555,0.005411255411255411,0.047008547008547015,0.009761388286334056,0.03414634146341464,0.008353221957040573,0.049180327868852465,0.00477326968973747,0.02237926972909305,2,0.840,0.845,0.852,0.863,0.882,0.898,0.899,0.909,0.920,0.925,0.941,0.944,0.942,0.947,0.955,0.955
166,Syrian Arab Republic,1,,0.0,,0.0,,0.0,,1.0,,0.0,,1.0,,0.0,0.0,10577042354.799,12308624283.9787,13253565898.9558,10122020000.0,13789560878.2435,15200846138.4615,19325894913.1254,21582248881.6592,25086930693.0693,33332844574.7801,,,,,,,,0.0009293680297397768,,0.0,,0.0,,0.0,,0.0010822510822510825,,0.0,,0.0011933174224343676,,0.0,0.0,151,0.550,0.560,0.572,0.582,0.588,0.600,0.607,0.636,0.662,0.676,0.672,0.664,0.556,0.528,0.563,0.567
167,Tajikistan,0,,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,2629395852.11903,2156666666.66667,1518796992.4812,1043654822.3350301,1320242080.86531,860521119.298753,1221120798.81336,2076182460.86517,2830220713.07301,5161337336.40365,5642178579.58438,7633049792.093209,9112544556.05962,6992393787.40891,7765014424.3377905,8194150301.785521,0.0,,0.0010319917440660474,0.0,0.0010471204188481676,0.0,0.0020964360587002093,0.0,0.0,0.0,0.0,,0.0,,,,125,0.617,0.592,0.556,0.535,0.544,0.555,0.573,0.600,0.617,0.639,0.638,0.643,0.652,0.653,0.661,0.668
